Estado,Id de contacto,Id. de la oportunidad,Financiador: Nombre de la cuenta,Etapa,Etapa del Cr_dito,Situacion del Cliente,Potencia Instalada (W),Precio de Contado (Venta),Importe,Anticipo,Monto Mensualidad,Frecuencia Programada de Pagos (en dias),Numero de Pagos Programados,Number of Payments,Saldo Pagado,Saldo Total,Saldo Atrasado,Plazo del Credito (meses),Meses Transcurridos,Cantidad de Pagos realizados,% Pagado,Porcentaje de Pago a la Fecha,Rating Interno Credito,Nombre de la cuenta: Nombre de la cuenta
Guerrero,0031600002akEgn,0061600000tU1Ug,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002KKQA8,0061M00000wun5O,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,230,230,230,0,30,1,2,230,0,0,1,13,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002bxWOQ,0061600000tVr9b,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,100,14000,14000,14000,0,30,1,2,14000,0,0,1,22,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002KiyFz,0061M00000wSkfF,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,180,180,180,0,30,1,2,150,30,30,1,12,1,83.33,83.33,0,Tlapa ILUCentro
Oaxaca,0031600002UGR27,0061600000rwBj1,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,5660,5660,5660,0,30,1,3,5660,0,0,1,26,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002UFK1l,0061600000qi6F1,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,250,250,250,0,30,1,2,250,0,0,1,29,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002UFK1l,0061600000pec9g,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,4200,4600,1000,600,30,6,7,4600,0,0,6,31,6,100,100,3,Tlapa ILUCentro
Oaxaca,0031600002UiJTE,0061600000qiwnT,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,5560,5560,5560,0,30,1,2,5560,0,0,1,29,1,100,100,3,Tlapa ILUCentro
Oaxaca,0031600002UiIg4,0061600000qjR6e,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,50,5260,5260,1000,4260,30,1,3,3841,1419,1419,1,28,3,73.02,73.02,0,Tlapa ILUCentro
Guerrero,0031600002UiDUe,0061600000pxlwH,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,100,32000,32000,32000,0,30,1,1,32000,0,0,1,31,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dDMLz,0061600000tWlYY,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,11600,13660,2500,1240,30,9,10,13660,0,0,9,21,2,100,100,2,Tlapa ILUCentro
Guerrero,0031600002QMxMw,0061600000njJi9,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,200,16950,14500,6500,2666.67,30,3,5,14500,0,0,3,36,5,100,100,1,Tlapa ILUCentro
Guerrero,0031600002QP0yU,0061M00000vD7sq,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,25,5510,5140,1000,230,30,18,21,4262,878,878,18,19,19,82.92,82.92,0,Tlapa ILUCentro
Guerrero,0031600002QP0yU,0061600000njq9o,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,15,3250,4000,400,300,30,12,13,4000,0,0,12,36,13,100,100,2,Tlapa ILUCentro
Guerrero,0031600002JLeip,0061M00000wTG2i,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,25,6700,10000,1000,250,60,18,19,2500,7500,1500,36,12,4,25,62.5,No Disponible,Tlapa ILUCentro
Guerrero,0031600002eY20U,0061600000v7fsF,ILUMEXICO Financiador,Vendido,Moroso Perdido,Moroso,25,3500,4260,600,305,30,12,13,600,3660,3660,12,19,1,14.08,14.08,0,Tlapa ILUCentro
Guerrero,0031600002JLf0p,0061M00000ws9x2,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1000,1000,1000,0,30,1,2,1481.48,-481.48,-481.48,1,15,1,148.15,148.15,3,Tlapa ILUCentro
Guerrero,0031600002JLf0p,0061600000tX60W,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,25,6200,7300,1000,350,30,18,20,6798.52,501.48,501.48,18,22,12,93.13,93.13,0,Tlapa ILUCentro
Guerrero,0031600002JLf0p,0061600000mD8E7,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,150,150,150,0,30,1,2,150,0,0,1,39,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002KRT8J,0061600000n8RoA,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,4400,4400,1400,1000,30,3,4,4400,0,0,3,37,4,100,100,3,Tlapa ILUCentro
Guerrero,0031600002JLTay,0061600000tXSnW,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,25,6200,7300,1000,350,30,18,19,6600,700,700,18,21,8,90.41,90.41,0,Tlapa ILUCentro
Guerrero,0031600002G1NE2,0061600000rvUeJ,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,5300,5300,2500,933.33,30,3,4,3500,1800,1800,3,27,3,66.04,66.04,0,Tlapa ILUCentro
Guerrero,0031600002JLfAq,0061M00000wTG32,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,25,6700,10000,1000,250,60,18,19,3250,6750,750,36,12,5,32.5,81.25,No Disponible,Tlapa ILUCentro
Guerrero,0031600002G1NEW,0061600000nLuEh,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,150,150,150,0,30,1,2,150,0,0,1,35,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002JLdPa,0061600000meQcs,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3300,3300,3300,0,30,1,2,3300,0,0,1,38,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002JLdPa,0061600000meQbB,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3900,3900,3900,0,30,1,2,3900,0,0,1,38,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002JLfXM,0061M00000wTG2x,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,25,6700,10000,1000,250,60,18,19,2250,7750,1750,36,12,3,22.5,56.25,No Disponible,Tlapa ILUCentro
Guerrero,0031600002JLdie,0061M00000wTGAc,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,250,250,250,0,30,1,2,250,0,0,1,12,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002JLdie,0061M00000wTG37,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,50,7500,10000,1000,250,60,18,19,1500,8500,2500,36,12,2,15,37.5,No Disponible,Tlapa ILUCentro
Guerrero,0031600002JLNIf,0061M00000wT28n,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,25,6700,10000,1000,250,60,18,19,2000,8000,2000,36,12,3,20,50,No Disponible,Tlapa ILUCentro
Guerrero,0031600002JLUij,0061600000tV8Kb,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1090,1090,1090,0,30,1,2,1090,0,0,1,23,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002JLUij,0061600000njRe5,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,400,400,400,0,30,1,2,400,0,0,1,36,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002ajwLs,0061M00000y0A3N,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,25,11600,10000,1000,250,60,18,10,2600,7400,650,36,9,3,26,80,No Disponible,Tlapa ILUCentro
Guerrero,0031600002bye6Q,0061600000tWBFL,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,2750,1500,625,30,2,3,2750,0,0,2,22,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEgO,0061600000tU1S1,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,3190,550,220,30,12,14,3190,0,0,12,24,6,100,100,2,Tlapa ILUCentro
Guerrero,0031600002CwdTn,0061600000v6ohK,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3500,3500,3500,0,30,1,2,3500,0,0,1,20,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002CwdTn,0061600000v6kZh,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,900,900,900,0,30,1,2,900,0,0,1,20,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002FCj6O,0061600000rvL9p,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,2000,2000,700,650,30,2,3,700,1300,1300,2,27,1,35,35,0,Tlapa ILUCentro
Guerrero,0031600002BviF6,0061600000qjR4J,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,250,250,200,50,30,1,2,269.23,-19.23,-19.23,1,28,1,107.69,107.69,3,Tlapa ILUCentro
Guerrero,0031600002akDlA,0061600000tTngk,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEeI,0061600000tU0Rq,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,3190,550,220,30,12,13,3190,0,0,12,24,3,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEdP,0061600000tU0L2,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2790,1000,298.33,30,6,7,2790,0,0,6,24,4,100,100,1,Tlapa ILUCentro
Guerrero,0031600002akEdA,0061600000tU0Ir,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2890,550,390,30,6,7,2890,0,0,6,24,3,100,100,3,Tlapa ILUCentro
Guerrero,0031600002FBVTn,0061600000rvUe4,ILUMEXICO Financiador,Cancelado,Moroso Perdido,Moroso,25,5300,6650,800,325,30,18,19,3328.45,3321.55,3321.55,18,27,5,50.05,50.05,0,Tlapa ILUCentro
Guerrero,0031600002by5xk,0061600000tW0ca,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3430,550,240,30,12,13,3430,0,0,12,22,8,100,100,2,Tlapa ILUCentro
Guerrero,0031600002bwhW0,0061600000tVjnz,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3130,550,430,30,6,8,3130,0,0,6,23,5,100,100,3,Tlapa ILUCentro
Guerrero,0031600002bydsV,0061600000tWB7W,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,2750,3430,550,240,30,12,13,2990,440,440,12,22,6,87.17,87.17,0,Tlapa ILUCentro
Guerrero,0031600002bydsL,0061600000tWB7R,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3430,550,240,30,12,13,3430,0,0,12,22,7,100,100,2,Tlapa ILUCentro
Guerrero,0031600002bwhTL,0061600000tVjnP,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3130,550,430,30,6,7,3130,0,0,6,23,4,100,100,2,Tlapa ILUCentro
Guerrero,0031600002UETHf,0061600000pe3Wc,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,9600,9600,9600,0,30,1,2,9600,0,0,1,31,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002byds1,0061600000v6VtU,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,100,5580,5580,2500,1540,30,2,3,5580,0,0,2,20,2,100,100,2,Tlapa ILUCentro
Guerrero,0031600002byds1,0061600000tWB7C,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,2750,1500,625,30,2,3,2750,0,0,2,22,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002bwhTk,0061M00000xzxDs,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,310,310,210,50,30,2,3,310,0,0,2,10,2,100,100,2,Tlapa ILUCentro
Guerrero,0031600002bwhTk,0061600000tVjpL,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,2750,2750,0,30,1,2,2750,0,0,1,23,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002bwhTB,0061600000tVjmC,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3130,550,430,30,6,7,3130,0,0,6,23,5,100,100,3,Tlapa ILUCentro
Guerrero,0031600002bydsB,0061600000tWB7H,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3430,550,240,30,12,14,3930,-500,-500,12,22,8,114.58,114.58,2,Tlapa ILUCentro
Guerrero,0031600002ajwMq,0061M00000xy81G,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,25,7200,10500,1500,250,60,18,19,2000,8500,2250,36,11,2,19.05,47.06,No Disponible,Tlapa ILUCentro
Guerrero,0031600002by5xl,0061600000tW0cb,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,2750,1500,625,30,2,3,2750,0,0,2,22,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002by6A4,0061600000tW0e7,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,2750,1500,625,30,2,3,2750,0,0,2,22,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akUtQ,0061600000tUqRD,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,11600,11790,3000,2930,30,3,4,11790,0,0,3,24,2,100,100,2,Tlapa ILUCentro
Guerrero,0031600002akTUa,0061600000tUq6r,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akTUV,0061600000tUq6m,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akTUQ,0061600000tUq6h,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akPVA,0061600000tUpNd,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,1500,525,30,2,3,2600,-50,-50,2,24,2,101.96,101.96,2,Tlapa ILUCentro
Guerrero,0031600002akPV5,0061M00000wrOBD,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,350,350,350,0,30,1,2,350,0,0,1,16,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akPVP,0061600000tUpNi,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002byfS3,0061600000tWBfI,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,2750,3030,1050,330,30,6,7,1050,1980,1980,6,22,1,34.65,34.65,0,Tlapa ILUCentro
Guerrero,0031600002dCsNt,0061600000tWcbT,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2800,3480,600,240,30,12,14,3480,0,0,12,21,10,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dCrGo,0061600000v6C4B,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,6200,6200,2000,1400,30,3,4,1750,4450,4450,3,21,1,28.23,28.23,0,Tlapa ILUCentro
Guerrero,0031600002FeDXd,0061600000rvUdz,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,5300,6650,800,325,30,18,19,6650,0,0,18,27,11,100,100,2,Tlapa ILUCentro
Guerrero,0031600002FeDXd,0061600000nLuDV,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1,50,50,0,30,1,2,50,0,0,1,35,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002I0Wqz,0061600000ohIDG,ILUMEXICO Financiador,Vendido,Moroso Perdido,Moroso,25,5510,6860,1000,325.56,30,18,20,3295.84,3564.16,3564.16,18,33,5,48.04,48.04,0,Tlapa ILUCentro
Guerrero,0031600002I0wBS,0061600000qikeN,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,4400,4740,1500,270,30,12,13,3604.99,1135.01,1135.01,12,29,3,76.05,76.05,0,Tlapa ILUCentro
Guerrero,0031600002I07Fc,0061M00000z3xBS,ILUMEXICO Financiador,Vendido,Cobrando,Cr_dito Sano,0,1050,1050,500,137.5,60,2,3,500,550,137.5,4,1,1,47.62,78.43,No Disponible,Tlapa ILUCentro
Guerrero,0031600002HzsXE,0061600000v7EPw,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,50,50,50,0,30,1,2,50,0,0,1,19,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002HxZAs,0061M00000vuFYU,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,2000,2000,2000,0,30,1,2,2000,0,0,1,16,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002HxZAs,0061600000rvs0F,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3500,3500,2500,500,30,2,3,3500,0,0,2,27,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002HxZAJ,0061600000oXhZ5,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1950,1950,1950,0,30,1,2,1950,0,0,1,34,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002HxZAJ,0061600000mgcdG,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3300,3300,3300,0,30,1,2,3300,0,0,1,38,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002by6Dr,0061600000tW0fP,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,2750,3430,550,240,30,12,13,2550,880,880,12,22,2,74.34,74.34,0,Tlapa ILUCentro
Guerrero,0031600002by6As,0061600000tW0eR,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3130,550,430,30,6,7,3130,0,0,6,22,3,100,100,1,Tlapa ILUCentro
Guerrero,0031600002buygl,0061600000tV8KW,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,2550,2550,2000,275,30,2,3,2000,550,550,2,23,1,78.43,78.43,0,Tlapa ILUCentro
Guerrero,0031600002by6CF,0061600000tW0f0,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3430,550,240,30,12,13,3430,0,0,12,22,5,100,100,2,Tlapa ILUCentro
Guerrero,0031600002by68T,0061600000tW0dJ,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,2750,1500,625,30,2,3,2750,0,0,2,22,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002by65d,0061600000tW0c1,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3130,550,215,30,12,13,3130,0,0,12,22,5,100,100,2,Tlapa ILUCentro
Guerrero,003G0000029I1LA,0061600000pdm6X,ILUMEXICO Financiador,Cancelado,Moroso Perdido,Moroso,25,4200,5080,500,381.67,30,12,9,500,4580,4580,12,32,1,9.84,9.84,0,Tlapa ILUCentro
Guerrero,003G0000027cYMt,0061600000rvL9u,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1250,1250,500,375,30,2,3,1250,0,0,2,27,2,100,100,1,Tlapa ILUCentro
Guerrero,0031600002akPcj,0061600000tUpPj,ILUMEXICO Financiador,Vendido,Pagado,Deudor PAR 60,25,2550,2890,550,390,30,6,7,2750,140,140,6,24,5,95.16,95.16,2,Tlapa ILUCentro
Guerrero,0031600002akSzm,0061600000tUq0K,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002RmbCI,0061600000nqyKY,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,350,350,350,0,30,1,2,350,0,0,1,30,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002RmbCI,0061600000nqvbv,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,4200,5040,600,370,30,12,13,5040,0,0,12,31,3,100,100,2,Tlapa ILUCentro
Guerrero,0031600002JLPiU,0061M00000wT2Ae,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3800,3800,1000,933.33,30,3,4,3800,0,0,3,12,3,100,100,1,Tlapa ILUCentro
Guerrero,0031600002JLPj3,0061600000v6h2N,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1200,1200,1200,0,30,1,2,1200,0,0,1,20,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002FzHct,0061600000qhqDH,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,350,350,200,150,30,1,2,350,0,0,1,30,2,100,100,1,Tlapa ILUCentro
Guerrero,0031600002JLU82,0061M00000wTG2s,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,25,6700,10000,1000,250,60,18,19,2000,8000,2000,36,12,2,20,50,No Disponible,Tlapa ILUCentro
Guerrero,0031600002JLU82,0061600000peah9,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,150,150,150,0,30,1,2,150,0,0,1,31,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dDMFR,0061600000tWlWr,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,14000,14000,10000,4000,30,1,2,14000,0,0,1,21,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dCrHw,0061600000tWcSt,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3480,600,240,30,12,15,3710,-230,-230,12,21,14,106.61,106.61,3,Tlapa ILUCentro
Guerrero,0031600002FzHZQ,0061600000rvUdu,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,5300,6650,800,325,30,18,19,6025,625,625,18,27,10,90.6,90.6,0,Tlapa ILUCentro
Guerrero,0031600002FzHZQ,0061600000nLuBi,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,50,50,50,0,30,1,2,50,0,0,1,35,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dCsO3,0061600000tWcbd,ILUMEXICO Financiador,Cancelado,Moroso Perdido,Moroso,25,2800,3480,600,240,30,12,13,850,2630,2630,12,21,2,24.43,24.43,0,Tlapa ILUCentro
Guerrero,0031600002dDKU4,0061600000tWl5v,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3430,550,240,30,12,13,3430,0,0,12,22,5,100,100,2,Tlapa ILUCentro
Guerrero,0031600002dCsNj,0061600000tWcbO,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2800,2800,2800,0,30,1,2,2800,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dCsMq,0061M00000yesP6,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,25,6200,10000,1000,250,60,18,19,1000,9000,1750,36,7,1,10,36.36,No Disponible,Tlapa ILUCentro
Guerrero,0031600002dCsMq,0061M00000wrX99,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,350,350,350,0,30,1,2,350,0,0,1,16,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002eY20A,0061600000v7fs5,ILUMEXICO Financiador,Vendido,Moroso Perdido,Moroso,25,3500,4260,600,305,30,12,13,1210,3050,3050,12,19,2,28.4,28.4,0,Tlapa ILUCentro
Guerrero,0031600002eY1zq,0061600000v7frq,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,3500,4260,600,305,30,12,13,3375,885,885,12,19,7,79.23,79.23,0,Tlapa ILUCentro
Guerrero,0031600002FeDY7,0061M00000wsUV4,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,1800,1800,1000,400,30,2,3,1000,800,800,2,15,1,55.56,55.56,0,Tlapa ILUCentro
Guerrero,0031600002FeDY7,0061600000o4oVz,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,50,50,50,0,30,1,2,50,0,0,1,35,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002FeDY7,0061600000o4oAh,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,5150,5400,2000,485.71,30,7,8,5400,0,0,7,35,2,100,100,1,Tlapa ILUCentro
Guerrero,0031600002eY1v0,0061600000v7fqJ,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3770,4430,1070,280,30,12,13,4430,0,0,12,19,6,100,100,2,Tlapa ILUCentro
Guerrero,0031600002eY200,0061600000v7fs0,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,3500,4260,600,305,30,12,13,2715,1545,1545,12,19,4,63.73,63.73,0,Tlapa ILUCentro
Guerrero,0031600002dCq3y,0061M00000zHUiT,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,0,0,0,0,30,1,2,0,0,0,1,1,0,100,100,0,Tlapa ILUCentro
Guerrero,0031600002bvYMM,0061600000tVHKd,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,2750,3430,500,244.17,30,12,13,3000,430,430,12,23,5,87.46,87.46,0,Tlapa ILUCentro
Guerrero,0031600002G22gO,0061600000rvLEz,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,9600,9600,4000,1866.67,30,3,4,9600,0,0,3,27,4,100,100,3,Tlapa ILUCentro
Guerrero,0031600002G1NEq,0061600000rvUdp,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,5300,5300,3000,2300,30,1,2,5300,0,0,1,27,2,100,100,2,Tlapa ILUCentro
Guerrero,0031600002FzHYX,0061600000rvUeE,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,5300,5300,5000,300,30,1,2,5000,300,300,1,27,1,94.34,94.34,0,Tlapa ILUCentro
Guerrero,0031600002Ydjhw,0061600000rwBjG,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3800,4680,600,340,30,12,14,4680,0,0,12,26,8,100,100,2,Tlapa ILUCentro
Guerrero,0031600002bvXkK,0061600000tVHCA,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,2750,3430,500,244.17,30,12,13,3000,430,430,12,23,3,87.46,87.46,0,Tlapa ILUCentro
Guerrero,0031600002RZRTG,0061600000o4oH6,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,4200,4960,1500,288.33,30,12,13,4960,0,0,12,35,4,100,100,2,Tlapa ILUCentro
Guerrero,0031600002Yd3RU,0061600000rvpG6,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3800,4680,600,340,30,12,13,4680,0,0,12,27,6,100,100,2,Tlapa ILUCentro
Guerrero,0031600002eWqrL,0061600000v7L4e,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,3500,4260,600,305,30,12,13,3955,305,305,12,19,9,92.84,92.84,0,Tlapa ILUCentro
Guerrero,0031600002bvYMR,0061600000tVHKi,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,2750,3430,500,244.17,30,12,13,2700,730,730,12,23,6,78.72,78.72,0,Tlapa ILUCentro
